Company,Phone,Fax,Web,Sector(s),Product,Nationality,Address,Additional1,Additional2
Utmost Link (Navan),+353 46 9060200,+353 46 9099849,www.generali.com,,Provision of investment management products,United Kingdom,Navan Business Park Athlumney  Navan Meath Ireland,,
Irish Progressive Services Int'L Limited,+353 1 7042000,+353 1 8563391,www.ipsi.ie,Financial Services,Third party services to Life Insurance Companies including Policy, Unit Fund & Corporate Administration,Canada,Block C, Irish Life Centre
Extreme Networks,+353 61 472022,+353 61 471259,www.enterasys.com,,Networking,United States of America,Rineanna House Shannon Free Zone West  Shannon Clare Ireland,,
Zagg Intl Distribution Limited,+353 61 472850,,www.zagg.com,,',,103 Shannon Industrial Estate   Shannon Clare Ireland,,
Jm Canty International Limited,+353 1 8829621,+353 1 8829622,www.jmcanty.com,ICT- ICT - Hardware,Commercial & Industrial Lighting / Vision Systems,United States of America,Ballycoolin Business Park Blanchardstown   Dublin Ireland,,
Ing European Financial Services PLC,+353 1 638 4083,+353 1 638 4080,www.ING.com,Financial Services,Banking,Netherlands,49 St Stephens Green   Dublin Dublin Ireland,,
Cadence Design Systems (Ireland) Limited,+353 1 8054300,+353 1 8054310,www.cadence.com,ICT- ICT - Software,Software Tools for Semi-Conductor Design,United States of America,Block P3 East Point Business Park Fairview  Dublin Dublin Ireland,,
Janssen Sciences Ireland UC,+353 214673500,,www.janssenrnd.com,Bio Pharmaceuticals,Research and testing facilities,,United States of America,Eastgate Village  Eastgate Business Park   Little Island Cork Ireland,
Monte Paschi Ireland Limited,+353 1 6702692,+353 1 6702693,,Financial Services,Treasury management, lending, financial engineering, asset management and capital markets,Italy
Ge Capital Aviation Services Limited,+353 61 706500,+353 61 706871,www.gecas.com,,Aircraft Leasing,United States of America,Aviation Hse Bld 3000 Westpark Business Campus  Shannon Clare Ireland,,
Phardiag Limited,+353 61 714044,+353 61 714055,www.menarini.it,Bio Pharmaceuticals,Distribution,,16-17 Distribution Centre Shannon Free Zone West  Shannon Clare Ireland,,
Ch2M Hill,,,www.idc.ch2m.com,,Engineering Design,United States of America,3rd Floor St John's House High Street Tallaght Dublin Dublin Ireland,,
Xerox (Europe) Limited,+353 42 9387000,+353 42 9387003,www.xerox.com,ICT- ICT - Hardware,Hardware manufacturing, colour toners, shared services,United States of America,Xerox Technology Park Dublin Road  Dundalk Louth Ireland
ClarityTravel (Ireland) Limited,+353 66 7186000,+353 66 7186001,www.claritytm.co.uk,Business Services,Corporate Travel Reservation Centre,United Kingdom,Monavalley Industrial Estate   Tralee Kerry Ireland,,
Amdocs Software Systems Limited,+353 1 4393660,+353 1 8230970,www.amdocs.com,,Software development,Israel,Block S East Point Business Park  Dublin Dublin Ireland,,
Shannon Engine Support Limited,+353 61 706214,+353 61 360614,www.ses.ie,,Engine Leasing,United States of America,Aviation House   Shannon Clare Ireland,,
Icbc Financial Leasing Co. Limited (Dublin),+353 1 224 0500,,www.icbcleasing.com,Financial Services,Financial/aircraft leasing,China,2 Grand Canal Square   Dublin Dublin Ireland,,
Digital Realty,+353 1 2450600,,www.digitalrealtytrust.com,,,United States of America,Unit 9  Blanchardstown Corporate Park Blanchardstown  Dublin Dublin Ireland,,
Recordati Ireland Limited,+353 21 4379 400,+353 21 4379 250,www.recordati.com,Bio Pharmaceuticals,Pharmaceutical,Italy,Raheens East   Ringaskiddy Cork Ireland,,
Neriki Europe Limited,+353 1 2761964,+353 1 2761960,www.neriki.com,Engineering,Manufacture High Pressure Gas Cyclinder Valves,Japan,Bray Business Park   Bray Wicklow Ireland,,
Applied Materials Ireland Limited,+353 1 505 2600,,www.appliedmaterials.com,ICT,Technical Support,United States of America,Block A Maynooth Business Campus  Maynooth Kildare Ireland,,
United Language Group (ULG),+353 91771181,+353 91771185,www.merrillbrink.com,Business Services,Software Localisation and Translation Services,United States of America,Unit 2B Ballybrit Business Park Ballybrit   Galway Ireland,,
Sei Global Fund Services Limited,+353 1 6382400,+353 1 6382455,www.seic.com,Financial Services,Trustee and custodial administration services,United States of America,Styne House Upper Hatch Street  Dublin Dublin Ireland,,
Pramerica Systems Ireland Limited,+353 74 9167600,+353 74 9167701,www.pramerica.ie,Financial Services,Software Development and Customer Support,United States of America,Letterkenny Business & Technology Park   Letterkenny Donegal Ireland,,
Beta Layout Limited,+353 61 701170,+353 61 701165,www.beta-layout.com,ICT- ICT - Hardware,Printed Circuit Board Manufacture & Assembly,Germany,Bay 98 Shannon Free Zone West  Shannon Clare Ireland,,
Digital River Ireland Limited,+353 61 230000,+353 61 230001,www.digitalriver.com,,',United States of America,153 Shannon Free Zone West  Shannon Clare Ireland,,
Smt Fund Services (Ireland) Limited,+353 1 6039900,+353 1 6039940,www.sumitrustgas.com,Financial Services,Holding Company for Fund Adminstration & Trustee /Custodian Company,Japan,Block 5  Harcourt Centre Harcourt Road  Dublin Dublin Ireland,,
Schuf Valve Technology Gmbh,+353 214837007,+353 214837030,www.schuf.com,Engineering,Custom Built Valves,Germany,LehenaghmoreTogher   Cork Cork Ireland,,
National Westminster Reinsurance Limited,+353 1 6431900,+353 1 6431672,,Financial Services,Reinsurance services,,1st Floor  IFSC House Customs House Quay  Dublin Dublin Ireland,,
W&W Advisory Dublin Limited,,,,Financial Services,Provides investment management, advisory and administrative services to the Wustenrot & Wurttembergische AG group,Germany,5 Earlsfort Terrace (Floor 7)   Dublin 2 Dublin Ireland,
United Caps Greystones Limited,+353 1 2872652,+353 1 2810133,www.procap.com,Consumer Goods,Plastic Packaging,Luxembourg,IDA Business Park Charlesland  Greystones Wicklow Ireland,,
Kdb Ireland Limited,+353 1 4753644,+353 1 4753658,,Financial Services,Asset Finance, Syndicated Lending Serurities,South Korea,Ground Floor  Russell House Stokes Place  Dublin Dublin Ireland,
Fiba Ifsc,+353 1 8291340,+353 1 8291345,www.fimat.com,Financial Services,Provides intra-group financing and treasury management facilities,Ireland,Fitzwilliam Business Centre, 77 Sir John Rogerson's Quay, Grand Canal Dock Dublin Dublin Ireland
Cisco Systems Internetworking (Ireland) Limited,91384631,,,,Network Engineering,United States of America,6 ARD ORAN 2nd Floor Oranmore Business Park  Oranmore Galway Ireland,,
Natus Nicolet Ireland Limited,+353 91630043,+353 91630050,,Medical Technology,Medical Devices,United States of America,Glenbrack Road   Gort Galway Ireland,,
Rockwell Automation Limited,+353 21 481 1802,,,Bio Pharmaceuticals- Engineering- Medical Technology,Automation Process Technology, Modular Design and Build, and Validation solutions to major processing companies in the PharmacChem, Food Processing and Oil and Gas sectors.,United States of America
Webroot International Limited,,,www.webroot.com,ICT,Anti-virus Software,,6th Floor  Block A 1 George's Quay Plaza  Dublin Dublin Ireland,,
Opentext Ireland,+353 23 886 9800,,www.opentext.com,,,United States of America,Building 2800/2900 Cork Airport Business Park Kinsale Road Cork Cork Ireland,,
Marketo Emea Limited,+353 1 2423000,,www.marketo.com,,B2B marketing automation software ,United States of America,Red Oak North South County Business Park  Leopardstown  Dublin Dublin Ireland,,
Unique Digital Limited,,,www.uniquedigitalcinema.com,,,Norway,1k KCR Estate Ravensdale Park Kimmage Dublin Dublin Ireland,,
Accenture Global Solutions Limited,+353 86 316 7113,+353 1 407 7500,www.accenture.com,Business Services,Global Enterprise Services,United States of America,3 Grand Canal Plaza   Dublin Dublin Ireland,,
Bbva Ireland PLC,+353 1 6702847,+353 1 6702848,www.bbva.com,Financial Services,Asset financing - primarily syndicated lending ,Spain,3 George's Dock IFSC  Dublin Dublin Ireland,,
Utas Hamilton Sundstrand Shannon,+353 61 707070,+353 61 707080,www.samw.ie,,Rewinding of aircraft motors and generators,,World Aviation Park Shannon Free Zone East  Shannon Clare Ireland,,
RSA Securities Ireland Ltd,+353 61 725100,,www.rsasecurity.com,,',United States of America,Q81/82 Shannon Free Zone West  Shannon Clare Ireland,,
Mixed Processing Limited,+353 61 714030,,,,',,Office 301 Shannon Airport House Shannon Free Zone West  Shannon Clare Ireland,,
Credit Suisse International,+353 1 6071800,,www.credit-suisse.com,,Custody and related banking services,Switzerland,Kilmore House Park Lane  Dublin Dublin Ireland,,
Prophotonix (Irl) Limited,+353 21 5001300,+353 21 4297749,www.prophotonix.com,ICT- ICT - Hardware,Illumination products using LED technology.,United States of America,3020 Euro Business Park Little Island   Little Island Cork Ireland,,
PGi,+353 23 883 2000,+353 23 883 6101,www.pgi.com,Business Services,Conference call software and services,United States of America,Unit E West Cork Technology Park  Clonakilty Cork Ireland,,
Murex Advanced Technologies,+353 1 4398500,+353 1 4398501,www.murex.com,ICT- ICT - Hardware,-,,France,Building 1  Level 4  The Oval Shelbourne Rd.  Dublin Dublin Ireland,
Dell Direct,+353 1 2795000,+353 1 2862020,www.dell.ie,ICT,European Technical Support and Sales,United States of America,Innovation House Cherrywood Science & TechnologyPk Cabinteely Dublin Dublin Ireland,,
Macquarie Aviation Capital Finance Limited,+353 1 2383400,,www.macquarie.com,,Aviation - Leasing and Financing,Australia,1st Floor  Connaught House 1 Burlington Road  Dublin Dublin Ireland,,
HSBC Bank PLC (Ireland),+353 1 6356000,+353 1 6497500,www.hsbc.com,,One of the leading clearing banks in UK.  HSBC Group's worldwide services are marketed in Ireland's HSBC Bank plc,United Kingdom,1 Grand Canal Square Grand Canal Harbour  Dublin Dublin Ireland,,
Verifone Systems Ireland Limited,+353 1 2074109,,,,,United States of America,Trintech Building South County Business Park  Dublin Dublin Ireland,,
NTT Data,,,,,,Japan,Raheen Business Park   Limerick Limerick Ireland,,
United Technologies Research Centre Ireland,+353 21 450 8440,,,,aerospace propulsion, building infrastructure and services, heating and air conditioning, fire and security systems and power generation. ,United States of America
CommScope Cork,+353 21 7305800,+353 21 4321972,www.arrisi.com,ICT- ICT - Hardware,Systems Development,,Building 4400 Cork Airport Business Park  Kinsale Rd  Cork Cork Ireland,,
Avara Pharmaceutical Services Shannon,+353 61 714 100,+353 61 714 101,http://www.avara.com/,Bio Pharmaceuticals,API ,,Shannon Industrial Estate   Shannon Clare Ireland,,
Intel Research and Development Ireland Limited,+353 61 477400,,www.intel.com,,Silicon design & software development,United States of America,Dromore House Shannon Free Zone East  Shannon Clare Ireland,,
Epsilon Ireland,+353 1 513 5200,,www.acornmarketing.ie,Business Services,Full service marketing including digital,United States of America,Hambleden House 19-26 Pembroke Street Lower  Dublin Dublin Ireland,,
Athlone Optical,+353 906474162,+353 906474855,www.athloneoptical.ie,Medical Technology,Safety Eyewear,France,Blyry Business & Commercial Park   Athlone Westmeath Ireland,,
Genzyme,+353 51 594 100,+353 51 594 105,www.genzyme.com,Bio Pharmaceuticals,Biochemicals, pharmaceuticals and medicines,France,IDA Industrial Park Old Kilmeaden Road  Waterford Waterford Ireland,
J&J Vision,+353 1 6436100,+353 1 6436199,www.jnjvc.com,Medical Technology,Financial Shared Services,United States of America,Block B Liffey Valley Office Campus Quarryvale Dublin Dublin Ireland,,
Western Union Payment Services Ireland Limited,+353 1 2193602,+353 1 2193602,,,Payments processing,United States of America,Unit 9  Richview Office Park Clonskeagh  Dublin Dublin Ireland,,
Qlogic Limited,+353 1 8857533,,www.qlogic.com,,Storage & Memory,United States of America,Unit 274 Blanchardstown Corporate Park 2 Ballycoolin Dublin Dublin Ireland,,
Experian,+353 1 846 9121,+353 1 846 9150,www.experian.ie,,Retailing and Business Services,United Kingdom,Newenham House Northern Cross  Malahide Dublin Ireland,,
Zurich Insurance PLC,+353 1 6670666,+353 1 6670644,www.zurich.ie,,Non-life insurance.  Specialises in offering insurance coverage for cross-border risks to European corporate buyers.,Switzerland,La Touche House  3rd Floor IFSC  Dublin Dublin Ireland,,
Otterbox Ireland,+353 21 4910200,,www.otterbox.com,,protective casing for consumer electronics,United States of America,3rd Floor 2 George's Quay  Cork Cork Ireland,,
OCS,+353 1 704 7700,,www.cannonhygieneinternational.com,,,United Kingdom,Unit 38 Airways Industrial Estate   Dublin Dublin Ireland,,
Curtiss Wright Surface Technologies,+353 91 780300,,www.parylene.co.uk,,Chemical treatments for metals,United States of America,Parkmore West Business Park Parkmore  Galway Galway Ireland,,
Schuetz (Ireland) Limited,+353 96 33044,+353 96 33045,www.schuetz.net,Engineering,Supplier of Intermediate Bulk Containers (IBC's) & PE Drums,Germany,Townamore   Killalla Mayo Ireland,,
AXA Partners,+353 61 714500,+353 61 714505,https://en.clp.partners.axa/,,',France,Building 7000 Atlantic Avenue Westpark Business Campus  Shannon Clare Ireland,,
White Horse Administration Limited,+353 61 475633,+353 61 475634,www.whitehorseinsurance.com,,Insurance Administration,,Q89.2 Shannon Free Zone West  Shannon Clare Ireland,,
Stryker NV Ireland Limited,+353 21 2448766,,www.stryker.com,,Neurovascular,United States of America,Cork Business & Technology Park Model Farm Road  Cork Cork Ireland,,
Sage Ireland,+353 1 6420800,+353 1 6420899,www.sage.com,ICT- ICT - Software,Software Development,United Kingdom,Number One Central Park Leopardstown, Dublin 18   Dublin Dublin Ireland,
Penn Engineering,+353 91751714,+353 91753541,www.pemnet.com,Engineering,Self clinch fasteners,United States of America,Units 103A / 104A Mervue Business Park  Galway Galway Ireland,,
Invesco Global Asset Management DAC,+353 1 4398000,+353 1 4398400,www.invesco.com,Financial Services,Fund Administration,United States of America,Central Quay, Riverside IV, Sir John Rogerson's Quay  Dublin Dublin Ireland
Quantcast Corporation,+353 1 6698580,,www.quantcast.com,,media measurement - web analytics: web ranking service,United States of America,Beaux Lane House, 1st, Co. Fl
