Name,Ranking,Reviews,Rating,Price,Cuisines,Address,Latitude,Longitude,Phone,Link
Asahi Asian Street Food,441,70,4.5,Cheap,"['Japanese', 'Asian', 'Thai']","Charlemont House 33 Charlemont Street Dublin 2, Dublin Ireland",53.330934,-6.260997,+353 1 478 9167,/Restaurant_Review-g186605-d12176099-Reviews-Asahi_Asian_Street_Food-Dublin_County_Dublin.html
Blazing Salads Food Co.,443,89,4.5,Average,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']","42 Drury Street, Dublin Ireland",53.342526,-6.2630075,+353 1 671 9552,/Restaurant_Review-g186605-d944963-Reviews-Blazing_Salads_Food_Co-Dublin_County_Dublin.html
Horse Show House,447,182,4.0,Average,"['Irish', 'Bar', 'Pub']","Horse Show House 34 Merrion Road Ballsbridge, Dublin D04 C535 Ireland",53.3284885,-6.2289402,+353 1 668 9424,/Restaurant_Review-g186605-d2631723-Reviews-Horse_Show_House-Dublin_County_Dublin.html
Wynn's Hotel,448,114,4.0,Average,"['Irish', 'European']","35 Lower Abbey Street, Dublin Ireland",53.3484866,-6.2585758,+353 1 874 5131,/Restaurant_Review-g186605-d3174206-Reviews-Wynn_s_Hotel-Dublin_County_Dublin.html
The Ivy House - Restaurant & Bar,449,324,4.0,Average,"['Cafe', 'European', 'Gastropub']","114 Drumcondra Road Upper Drumcondra, Dublin D09 CX74 Ireland",53.3414395512943,-6.25808093132233,+353 1 837 5385,/Restaurant_Review-g186605-d2637875-Reviews-The_Ivy_House_Restaurant_Bar-Dublin_County_Dublin.html
Toast Restaurant,451,84,4.5,Average,"['International', 'European', 'Vegetarian Friendly']","13-17 Fleet Street Temple Bar, Dublin Dublin 2 Ireland",53.3242854,-6.2651445,+353 1 677 3333,/Restaurant_Review-g186605-d1425909-Reviews-Toast_Restaurant-Dublin_County_Dublin.html
The Garden Room,452,104,4.5,Expensive,"['Irish', 'European', 'Vegetarian Friendly']","Upper Merrion Street, Dublin Ireland",53.338480000000004,-6.252507,+353 1 603 0600,/Restaurant_Review-g186605-d12874493-Reviews-The_Garden_Room-Dublin_County_Dublin.html
La Bodega,453,218,4.0,Average,"['European', 'Spanish', 'Vegetarian Friendly']","93 Ranelagh Village, Dublin D6 Ireland",53.3240742057365,-6.251773712393442,+353 1 497 5577,/Restaurant_Review-g186605-d2061140-Reviews-La_Bodega-Dublin_County_Dublin.html
Antica Venezia,454,114,4.5,Average,"['Italian', 'Mediterranean', 'Vegetarian Friendly']","95 Ashfield Road, Dublin Ireland",53.32430340065113,-6.252744941189422,+353 1 497 4112,/Restaurant_Review-g186605-d743270-Reviews-Antica_Venezia-Dublin_County_Dublin.html
Lily's Cafe,455,126,4.0,Average,"['Irish', 'Cafe', 'European']","3A Cavendish Row, Dublin Ireland",53.3529434,-6.2614053,+353 1 872 9379,/Restaurant_Review-g186605-d11950992-Reviews-Lily_s_Cafe-Dublin_County_Dublin.html
No. 27 Bar & Lounge,456,232,4.0,Average,"['Irish', 'Bar', 'International']","27 St. Stephen's Green The Shelbourne Dublin, A Renaissance Hotel, Dublin 2 Ireland",53.3389725,-6.256013800000001,+353 1 663 4500,/Restaurant_Review-g186605-d3386284-Reviews-No_27_Bar_Lounge-Dublin_County_Dublin.html
The Old Stand,457,291,4.0,Average,"['Irish', 'Bar', 'European']","37 Exchequer Street, Dublin D02 F251 Ireland",53.34311735,-6.262194057615284,+353 1 677 7220,/Restaurant_Review-g186605-d696319-Reviews-The_Old_Stand-Dublin_County_Dublin.html
Alfie Byrne's by Galway Bay Brewery,459,266,4.0,Average,"['Irish', 'Bar', 'European']","Earlsfort Terrace, Dublin 2 Ireland",53.3335113,-6.2586897,+353 1 602 8976,/Restaurant_Review-g186605-d6478856-Reviews-Alfie_Byrne_s_by_Galway_Bay_Brewery-Dublin_County_Dublin.html
Vat House Bar,460,557,4.0,Average,"['Irish', 'Bar', 'European']","6 Anglesea Street Temple Bar, Dublin 2, Dublin Dublin 2 Ireland",53.3447964,-6.262178398055743,+353 1 671 5622,/Restaurant_Review-g186605-d8049948-Reviews-Vat_House_Bar-Dublin_County_Dublin.html
kuraudo Sushi&Bento,461,119,4.5,Average,"['Japanese', 'Sushi', 'Asian']","185 Townsend Street, Dublin D2 Ireland",53.34590148925779,-6.255645751953129,+353 1 557 0728,/Restaurant_Review-g186605-d7787034-Reviews-Kuraudo_Sushi_Bento-Dublin_County_Dublin.html
Wings Gourmet Burger,462,194,4.0,Cheap,"['American', 'Vegetarian Friendly', 'Vegan Options']","Upper O’Connell Street Opposite Gresham Hotel, Dublin Ireland",53.35150313946671,-6.261026830534759,+353 1 874 9955,/Restaurant_Review-g186605-d6875219-Reviews-Wings_Gourmet_Burger-Dublin_County_Dublin.html
The Odeon,465,265,4.0,Average,"['Irish', 'Bar', 'International']","57 Harcourt Street, Dublin Dublin 2 Ireland",53.3333475,-6.262368,+353 1 478 2088,/Restaurant_Review-g186605-d696315-Reviews-The_Odeon-Dublin_County_Dublin.html
Noshington,466,153,4.0,Average,"['Irish', 'Cafe', 'International']","186 South Circular Road, Dublin 8 Ireland",53.3241448,-6.2795531,+353 1 410 0414,/Restaurant_Review-g186605-d2551549-Reviews-Noshington-Dublin_County_Dublin.html
The Counter,467,467,4.0,Average,"['American', 'Bar', 'Pub']","20 Suffolk Street Dublin 2, Dublin D02 RF25 Ireland",53.34336683264455,-6.260034969301046,+353 1 611 1689,/Restaurant_Review-g186605-d2201466-Reviews-The_Counter-Dublin_County_Dublin.html
Tribeca,468,427,4.0,Average,"['American', 'Bar', 'Grill']","65 Ranelagh, Dublin DUBLIN 6 Ireland",53.3243306,-6.2530956,+353 1 497 4174,/Restaurant_Review-g186605-d941837-Reviews-Tribeca-Dublin_County_Dublin.html
Dillingers,470,321,4.0,Average,"['American', 'Irish', 'Vegetarian Friendly']","47 Ranelagh, Dublin Ireland",53.3247391,-6.254169630549368,+353 1 497 8010,/Restaurant_Review-g186605-d1717242-Reviews-Dillingers-Dublin_County_Dublin.html
Veginity,471,80,4.5,Average,"['Cafe', 'International', 'Fusion']","101 Dorset Street Upper, Dublin D01 A2F4 Ireland",53.355373,-6.265967,+353 1 535 9067,/Restaurant_Review-g186605-d10484128-Reviews-Veginity-Dublin_County_Dublin.html
Fusciardi's of Capel Street,472,66,4.5,Average,"['Italian', 'Pizza', 'European']","10 Capel Street D1, Dublin Ireland",53.346709,-6.2679524,+353 1 441 1333,/Restaurant_Review-g186605-d11822014-Reviews-Fusciardi_s_of_Capel_Street-Dublin_County_Dublin.html
Ciao Bella Roma,474,837,4.0,Average,"['Italian', 'Pizza', 'Mediterranean']","24/25 Parliament Street, Dublin Ireland",53.34509779049013,-6.26751396910655,+353 1 677 0004,/Restaurant_Review-g186605-d1070062-Reviews-Ciao_Bella_Roma-Dublin_County_Dublin.html
Francesca's Restaurant,475,103,4.5,Average,"['Irish', 'European', 'Vegetarian Friendly']","62 Drury Street, Dublin D02 TV06 Ireland",53.3415483,-6.2635992,+353 1 670 4000,/Restaurant_Review-g186605-d1008249-Reviews-Francesca_s_Restaurant-Dublin_County_Dublin.html
777,476,686,4.0,Average,"['Mexican', 'Gluten Free Options']","7 Castle House South Great Georges Street, Dublin Ireland",53.34322970489779,-6.264436129273385,+353 1 425 4052,/Restaurant_Review-g186605-d2537132-Reviews-777-Dublin_County_Dublin.html
Arisu,477,159,4.0,Average,"['Barbecue', 'Sushi', 'Asian']","Capel Chambers 119 Capel Street, Dublin Ireland",53.34892208383444,-6.268963589655413,+353 1 873 4079,/Restaurant_Review-g186605-d2551194-Reviews-Arisu-Dublin_County_Dublin.html
Dollard & Co.,478,408,4.0,Average,"['Quick Bites', 'Irish', 'Pizza']","2-5 Wellington Quay, Dublin D02 PK72 Ireland",53.3452889,-6.2672109,+353 1 616 9606,/Restaurant_Review-g186605-d12827039-Reviews-Dollard_Co-Dublin_County_Dublin.html
The Library Bar at Central Hotel Dublin,480,156,4.0,Average,"['Irish', 'Bar', 'Pub']","Exchequer Street, Dublin Ireland",53.3430433,-6.2628703,+353 1 679 7302,/Restaurant_Review-g186605-d2163942-Reviews-The_Library_Bar_at_Central_Hotel_Dublin-Dublin_County_Dublin.html
The Oarsman,482,147,4.5,Average,"['Irish', 'Bar', 'Pub']","8-10 Bridge Street Ringsend, Dublin 4 Ireland",53.3417065,-6.227773,+353 1 668 9360,/Restaurant_Review-g186605-d3492094-Reviews-The_Oarsman-Dublin_County_Dublin.html
Ukiyo,483,302,4.0,Average,"['Japanese', 'Sushi', 'Asian']","7-9 Exchequer Street, Dublin Dublin 2 Ireland",53.3431331,-6.2635937,+353 1 633 4071,/Restaurant_Review-g186605-d919536-Reviews-Ukiyo-Dublin_County_Dublin.html
The Boar's Head,484,244,4.0,Average,"['Irish', 'Bar', 'European']","149 Capel Street, Dublin Dublin 1 Ireland",53.347373700000006,-6.2685992000000015,+353 1 872 3107,/Restaurant_Review-g186605-d2356857-Reviews-The_Boar_s_Head-Dublin_County_Dublin.html
O'Neill's,485,2688,4.0,Average,"['Irish', 'Bar', 'European']","2 Suffolk Street, Dublin D02KX03 Ireland",53.343832,-6.260692199999999,+353 1 679 3656,/Restaurant_Review-g186605-d696311-Reviews-O_Neill_s-Dublin_County_Dublin.html
The Czech Inn,486,211,4.0,Average,"['Bar', 'European', 'Pub']","Essex Gate Dublin 8, Dublin Ireland",53.3449133,-6.2679467,+353 86 224 6777,/Restaurant_Review-g186605-d3975119-Reviews-The_Czech_Inn-Dublin_County_Dublin.html
Doppio Zero,489,85,4.5,Average,"['Italian', 'Pizza', 'European']","4A Abbey Street Upper, Dublin Dublin 1 Ireland",53.34737458117922,-6.26776555224751,,/Restaurant_Review-g186605-d5966587-Reviews-Doppio_Zero-Dublin_County_Dublin.html
Monto Restaurant & Steakhouse,490,190,4.0,Average,"['Italian', 'Steakhouse', 'Mediterranean']","9 Camden Street Upper 8, Dublin DUBLIN 2 Ireland",53.3325969,-6.2648597,+353 1 475 0099,/Restaurant_Review-g186605-d10047512-Reviews-Monto_Restaurant_Steakhouse-Dublin_County_Dublin.html
Mexico to Rome,491,1115,3.5,Average,"['Italian', 'Mexican', 'Vegetarian Friendly']","23 East Essex Street, Dublin Ireland",53.3457261,-6.2643978,+353 1 677 2727,/Restaurant_Review-g186605-d1546288-Reviews-Mexico_to_Rome-Dublin_County_Dublin.html
The Market Bar,492,1166,4.0,Average,"['Bar', 'European', 'Spanish']","14A Fade Street, Dublin Ireland",53.3420622,-6.2640639,+353 1 613 9094,/Restaurant_Review-g186605-d802947-Reviews-The_Market_Bar-Dublin_County_Dublin.html
The Thursday Cafe,493,36,5.0,Average,"['Cafe', 'International', 'European']","37 Clanbrassil street, Dublin DUBLIN 8, Ireland",53.32990479999999,-6.2754382,+353 85 148 7653,/Restaurant_Review-g186605-d14032731-Reviews-The_Thursday_Cafe-Dublin_County_Dublin.html
Neary's,494,163,4.0,Average,"['Irish', 'Bar', 'Pub']","1 Chatham Street, Dublin Ireland",53.34067005,-6.261195200528338,+353 1 677 8596,/Restaurant_Review-g186605-d696302-Reviews-Neary_s-Dublin_County_Dublin.html
The Seafood Cafe,496,195,4.0,Average,"['Seafood', 'Gluten Free Options']","Sprangers Yard Unit 11 Fownes Street Upper Temple Bar, Dublin D02 EC60 Ireland",53.344986,-6.2634438,+353 1 515 3717,/Restaurant_Review-g186605-d13144085-Reviews-The_Seafood_Cafe-Dublin_County_Dublin.html
The Liquor Rooms,498,106,4.5,Average,['Contemporary'],"7 Wellington Quay Dublin 2, Dublin Ireland",53.345308,-6.2671118,+353 87 339 3688,/Restaurant_Review-g186605-d6826441-Reviews-The_Liquor_Rooms-Dublin_County_Dublin.html
The Workshop Gastro Pub,499,156,4.0,Average,"['Irish', 'Bar', 'European']","10 George's Quay, Dublin Dublin 2 Ireland",53.347554628985606,-6.25478144289717,+353 1 677 0626,/Restaurant_Review-g186605-d7591756-Reviews-The_Workshop_Gastro_Pub-Dublin_County_Dublin.html
Mish.Mash,500,92,4.5,Cheap,"['Cafe', 'European', 'Healthy']","66 Capel Street, Dublin D01 X7H2 Ireland",53.350001225306684,-6.269329914423047,+353 1 556 1080,/Restaurant_Review-g186605-d5042910-Reviews-Mish_Mash-Dublin_County_Dublin.html
Oil Can Harry's,501,197,4.0,Average,"['Irish', 'Bar', 'European']","31 Lower Mount Street, Dublin DUBLIN 2 Ireland",53.33833869999999,-6.243258,+353 1 661 1828,/Restaurant_Review-g186605-d1837927-Reviews-Oil_Can_Harry_s-Dublin_County_Dublin.html
"Carluccio's - Dublin, Dawson Street",502,1084,4.0,Average,"['Italian', 'Irish', 'Sicilian']","52 Dawson Street, Dublin D02 Y594 Ireland",53.3418345686611,-6.25838977873433,+353 1 633 3957,/Restaurant_Review-g186605-d1024567-Reviews-Carluccio_s_Dublin_Dawson_Street-Dublin_County_Dublin.html
Cafe Bliss,503,157,4.5,Cheap,"['Cafe', 'European', 'Vegetarian Friendly']","4B Montague Street City Centre South, Dublin Ireland",53.33654400419832,-6.26490922923432,+353 1 478 1600,/Restaurant_Review-g186605-d1516641-Reviews-Cafe_Bliss-Dublin_County_Dublin.html
Blas Cafe,504,48,4.5,Average,"['Irish', 'Cafe', 'European']","26, Kings Inn St, Dublin Dublin 1 Ireland",53.3512824,-6.2675227,+353 86 363 0939,/Restaurant_Review-g186605-d8813063-Reviews-Blas_Cafe-Dublin_County_Dublin.html
On The Pig's Back Eatery,505,71,4.5,Average,"['American', 'Vegetarian Friendly', 'Vegan Options']","64 Capel Street, Dublin Ireland",53.3498993,-6.2692521,+353 87 185 1507,/Restaurant_Review-g186605-d10031280-Reviews-On_The_Pig_s_Back_Eatery-Dublin_County_Dublin.html
Brother Hubbard South,506,235,4.0,Average,"['Cafe', 'European', 'Vegetarian Friendly']","46 Harrington Street, Dublin D08 YFN7 Ireland",53.332681727824,-6.265482324880568,+353 1 441 6596,/Restaurant_Review-g186605-d7264915-Reviews-Brother_Hubbard_South-Dublin_County_Dublin.html
Drury Buildings,507,363,4.0,Average,"['Italian', 'Bar', 'European']","52-55 Drury Street Dublin 2, Dublin Ireland",53.34189501621221,-6.263411641278589,+353 1 960 2095,/Restaurant_Review-g186605-d7079986-Reviews-Drury_Buildings-Dublin_County_Dublin.html
La Cucina,508,183,4.0,Average,"['Italian', 'Mediterranean', 'European']","59 South William Street, Dublin Ireland",53.3502781,-6.2661394,+353 1 677 1221,/Restaurant_Review-g186605-d12539245-Reviews-La_Cucina-Dublin_County_Dublin.html
Marco Pierre White Courtyard,510,326,4.0,Average,"['Steakhouse', 'Irish', 'European']","1 Belmont Avenue, Dublin D04 VF50 Ireland",53.32269393763625,-6.238742673320478,+353 1 551 0555,/Restaurant_Review-g186605-d5413030-Reviews-Marco_Pierre_White_Courtyard-Dublin_County_Dublin.html
Hang Dai Chinese,518,233,4.0,Average,"['Chinese', 'Asian', 'Hong Kong']","20 Camden Street Lower Dublin 2, Dublin 2 Ireland",53.33521738452204,-6.265130536287104,+353 1 545 8888,/Restaurant_Review-g186605-d11843445-Reviews-Hang_Dai_Chinese-Dublin_County_Dublin.html
Nightmarket,519,131,4.0,Average,"['Asian', 'Thai', 'Vegetarian Friendly']","120 Ranelagh, Dublin D06 VF76 Ireland",53.323893000000005,-6.251195,+353 1 538 5200,/Restaurant_Review-g186605-d12832762-Reviews-Nightmarket-Dublin_County_Dublin.html
Mama's Revenge Burrito Hut,520,128,4.5,Cheap,"['Mexican', 'Latin', 'Fast food']","12 Leinster St. South, Dublin Ireland",53.3418932,-6.2538064502781605,+353 1 661 9289,/Restaurant_Review-g186605-d3546992-Reviews-Mama_s_Revenge_Burrito_Hut-Dublin_County_Dublin.html
La Reserve Brasserie,521,106,4.5,Average,"['French', 'European', 'Gluten Free Options']","53 Ranelagh Village Dublin 6, Dublin Dublin 6 Ireland",53.3245369,-6.253864170456541,+353 1 496 8825,/Restaurant_Review-g186605-d3619544-Reviews-La_Reserve_Brasserie-Dublin_County_Dublin.html
Tadka House,523,46,5.0,Average,"['Indian', 'Middle Eastern', 'Pakistani']","Rathmines Town Centre 146 Rathmines Road Lower, Dublin D06 KR96 Ireland",53.32557497749746,-6.2651685864586115,+353 1 496 7644,/Restaurant_Review-g186605-d7375701-Reviews-Tadka_House-Dublin_County_Dublin.html
Rotana Cafe,525,191,4.0,Average,"['Lebanese', 'Mediterranean', 'Middle Eastern']","31 South Richmond Street Portobello, Dublin Ireland",53.3305321,-6.2641682,+353 1 475 9969,/Restaurant_Review-g186605-d1152010-Reviews-Rotana_Cafe-Dublin_County_Dublin.html
57 The Headline,527,172,4.0,Average,"['Irish', 'Bar', 'European']","56/57 Lwr Clanbrassil St, Dublin 8 Ireland",53.332396,-6.275462982571282,+353 1 532 0279,/Restaurant_Review-g186605-d6833577-Reviews-57_The_Headline-Dublin_County_Dublin.html
Ray’s Pizza,528,93,4.5,Cheap,"['Pizza', 'Fast food', 'Vegetarian Friendly']","2 Fownes Street Temple Bar, Dublin Ireland",53.332677678200504,-6.263729566445219,,/Restaurant_Review-g186605-d2654380-Reviews-Ray_s_Pizza-Dublin_County_Dublin.html
Fitzgeralds,530,152,4.0,Average,"['Irish', 'Bar', 'European']","O'Connell Bridge, Dublin Ireland",53.34662875,-6.259652221341096,+353 1 677 9289,/Restaurant_Review-g186605-d4739852-Reviews-Fitzgeralds-Dublin_County_Dublin.html
Art Cafe Dublin,532,107,4.0,Cheap,"['Irish', 'Cafe', 'Vegetarian Friendly']","1 Frenchmans Lane, Dublin Ireland",53.34996219539401,-6.253660014184012,+353 1 515 6502,/Restaurant_Review-g186605-d10109100-Reviews-Art_Cafe_Dublin-Dublin_County_Dublin.html
Chorus cafe,533,80,4.5,Cheap,"['Cafe', 'European', 'Vegetarian Friendly']","Scarlet Row Fishamble Street, Dublin Ireland",53.3445378,-6.269293100000001,,/Restaurant_Review-g186605-d4760400-Reviews-Chorus_cafe-Dublin_County_Dublin.html
Admiral Restaurant,534,153,4.0,Average,"['European', 'Russian', 'Eastern European']","Marlborough Street 1 Q-Park Ground Floor, Dublin D1 Ireland",53.35242916581768,-6.258837263955962,+353 87 697 1560,/Restaurant_Review-g186605-d1906333-Reviews-Admiral_Restaurant-Dublin_County_Dublin.html
O'Sullivans,535,207,4.0,Average,"['Irish', 'Bar', 'Pub']","10 Westmoreland Street, Dublin D02 CD45 Ireland",53.3464766,-6.2585596,+353 1 670 8133,/Restaurant_Review-g186605-d2578367-Reviews-O_Sullivans-Dublin_County_Dublin.html
La Ruelle,537,149,4.0,Average,"['French', 'European', 'Wine Bar']","Joshua Lane, Dawson street, Dublin Ireland",53.34018833464201,-6.258512352825494,+353 1 679 9544,/Restaurant_Review-g186605-d3137226-Reviews-La_Ruelle-Dublin_County_Dublin.html
The Gasworks Bar,538,286,4.0,Average,"['Irish', 'Bar', 'Pub']","Grand Canal Street Ballsbridge, Dublin Ireland",53.3390462,-6.234691407534818,+353 1 646 1000,/Restaurant_Review-g186605-d2410704-Reviews-The_Gasworks_Bar-Dublin_County_Dublin.html
Dakota,539,480,3.5,Average,"['Irish', 'Bar', 'European']","8/9 South William Street, Dublin Dublin 2 Ireland",53.3426695,-6.262463448450543,+353 1 672 7696,/Restaurant_Review-g186605-d1771808-Reviews-Dakota-Dublin_County_Dublin.html
Juanitos on 35 Drury,540,47,4.5,Average,"['Latin', 'Spanish', 'Asian']","35 Drury Street, Dublin D02 P202 Ireland",53.3427952,-6.2631579,+353 1 633 7904,/Restaurant_Review-g186605-d16802780-Reviews-Juanitos_on_35_Drury-Dublin_County_Dublin.html
Jewel in the Crown,542,299,4.0,Average,"['Indian', 'Asian', 'Balti']","5 William St S, Dublin D02 H942 Ireland",53.33057462173712,-6.231898417159928,+353 1 677 0681,/Restaurant_Review-g186605-d696255-Reviews-Jewel_in_the_Crown-Dublin_County_Dublin.html
Meltdown,545,39,4.5,Cheap,"['Irish', 'Cafe', 'Vegetarian Friendly']","2 Curved Street Temple Bar, Dublin D02 PC43 Ireland",53.3448416,-6.2647549,+353 83 132 5560,/Restaurant_Review-g186605-d15031604-Reviews-Meltdown-Dublin_County_Dublin.html
The Bath Pub,546,119,4.0,Average,"['Irish', 'Bar', 'Pub']","26 Bath Avenue, Dublin 4 Ireland",53.33749845,-6.232165052439797,+353 87 762 8039,/Restaurant_Review-g186605-d2690599-Reviews-The_Bath_Pub-Dublin_County_Dublin.html
Eathos,547,144,4.0,Average,"['Irish', 'Cafe', 'European']","13a Baggot Street Upper, Dublin Ireland",53.33369883690246,-6.244699325471553,+353 1 629 8090,/Restaurant_Review-g186605-d8334026-Reviews-Eathos-Dublin_County_Dublin.html
Bread & Bones,550,197,4.0,Average,"['International', 'Vegetarian Friendly']","Unit 7 Millennium Walkway, Dublin Dublin 1 Ireland",53.3472381,-6.2653803,+353 1 534 6925,/Restaurant_Review-g186605-d7933971-Reviews-Bread_Bones-Dublin_County_Dublin.html
Press Cafe at the National Print Museum Dublin,551,81,4.5,Average,"['Irish', 'Cafe', 'European']","Beggars Bush Haddington Road Dublin 4, Dublin dublin 4 Ireland",53.337118,-6.235008,+353 87 654 6458,/Restaurant_Review-g186605-d6901698-Reviews-Press_Cafe_at_the_National_Print_Museum_Dublin-Dublin_County_Dublin.html
McDaid's,553,111,4.5,Cheap,"['Irish', 'Pub']","3 Harry Street, Dublin Ireland",53.3412015,-6.261049268817205,+353 1 679 4395,/Restaurant_Review-g186605-d696292-Reviews-McDaid_s-Dublin_County_Dublin.html
Hot Bubble Cafe,555,33,5.0,Cheap,"['Irish', 'Cafe', 'European']","55 Capel Street, Dublin Ireland",53.3492429,-6.2689383,+353 1 873 4871,/Restaurant_Review-g186605-d12416363-Reviews-Hot_Bubble_Cafe-Dublin_County_Dublin.html
The Southbank at the Ferryman,556,81,4.0,Average,"['Irish', 'Bar', 'Pub']","35 Sir John Rogerson's Quay, Dublin - Ireland",53.3460127,-6.2407967,+353 1 671 7053,/Restaurant_Review-g186605-d4844675-Reviews-The_Southbank_at_the_Ferryman-Dublin_County_Dublin.html
Cleaver East,557,892,4.0,Average,"['Irish', 'European', 'Vegetarian Friendly']","6-8 East Essex Street, Dublin Dublin 2 Ireland",53.3451369,-6.266568,+353 1 531 3500,/Restaurant_Review-g186605-d4580777-Reviews-Cleaver_East-Dublin_County_Dublin.html
Citron,558,146,4.5,Average,"['Mediterranean', 'European', 'Gluten Free Options']","The Fitzwilliam Hotel St Stephen's Green, Dublin Dublin 2 Ireland",53.33937847005395,-6.261257941711872,+353 1 478 7000,/Restaurant_Review-g186605-d696192-Reviews-Citron-Dublin_County_Dublin.html
